customer_id,age,income,employment_length,loan_amount,loan_term,interest_rate,credit_score,dti_ratio,existing_loans,previous_defaults,employment_type,education,marital_status,loan_purpose,loan_default
CUST-002072,52,102978.75,23,78370.17,24,12.26,488,0.6111,5,0,RETIRED,PHD,MARRIED,BUSINESS,1
CUST-002073,39,54014.95,21,63392.19,24,11.52,849,0.5181,0,0,UNEMPLOYED,BACHELORS,MARRIED,PERSONAL,0
CUST-002074,35,47600.72,11,26721.91,24,14.84,375,0.5940,5,0,RETIRED,MASTERS,MARRIED,AUTO,0
CUST-002075,45,121660.95,1,34304.14,60,8.19,676,0.4147,4,0,SELF_EMPLOYED,BACHELORS,MARRIED,EDUCATION,0
CUST-002076,43,45573.52,25,45998.00,36,7.87,641,0.1195,5,0,UNEMPLOYED,BACHELORS,MARRIED,PERSONAL,0
CUST-002077,27,96471.99,6,11568.10,24,12.63,585,0.2246,5,0,SELF_EMPLOYED,PHD,DIVORCED,AUTO,0
CUST-002078,36,133488.72,9,32406.92,36,7.58,557,0.5938,2,0,UNEMPLOYED,HIGH_SCHOOL,MARRIED,PERSONAL,0
CUST-002079,33,154037.97,15,20625.79,48,11.76,485,0.6228,5,0,SALARIED,PHD,MARRIED,PERSONAL,1
CUST-002080,33,32985.58,4,76516.97,60,19.82,448,0.5182,6,0,SALARIED,HIGH_SCHOOL,DIVORCED,EDUCATION,0
CUST-002081,61,51033.01,28,41174.40,36,23.41,365,0.3898,3,0,RETIRED,PHD,MARRIED,HOME,1
CUST-002082,21,54324.74,3,41197.29,24,7.60,673,0.6440,4,0,SELF_EMPLOYED,HIGH_SCHOOL,SINGLE,PERSONAL,0
CUST-002083,57,90910.75,6,59302.72,36,22.35,599,0.5489,4,0,SALARIED,PHD,MARRIED,BUSINESS,1
CUST-002084,69,55357.61,25,82306.72,36,13.11,417,0.6140,3,0,SALARIED,MASTERS,DIVORCED,BUSINESS,0
CUST-002085,57,80384.71,1,25501.60,12,21.79,501,0.4756,6,0,SELF_EMPLOYED,HIGH_SCHOOL,SINGLE,BUSINESS,1
CUST-002086,45,78698.89,23,64505.19,36,17.27,528,0.5319,1,0,SELF_EMPLOYED,HIGH_SCHOOL,MARRIED,AUTO,1
CUST-002087,67,97566.76,24,88207.39,24,23.41,500,0.5772,3,0,SELF_EMPLOYED,PHD,SINGLE,HOME,1
CUST-002088,69,136191.76,4,41645.82,60,13.01,381,0.1118,1,0,SALARIED,PHD,MARRIED,AUTO,0
CUST-002089,32,129931.84,14,40124.29,48,11.28,581,0.3784,1,0,UNEMPLOYED,PHD,SINGLE,PERSONAL,0
CUST-002090,29,21499.85,11,62674.40,36,5.64,567,0.1496,3,0,RETIRED,MASTERS,MARRIED,PERSONAL,1
CUST-002091,69,?,18,88390.50,36,16.66,801,0.1701,0,0,SALARIED,PHD,SINGLE,EDUCATION,0
CUST-002092,37,157787.25,19,35863.00,48,19.27,503,0.5502,0,0,SELF_EMPLOYED,HIGH_SCHOOL,DIVORCED,BUSINESS,1
CUST-002093,64,113766.03,32,87012.70,60,7.91,488,0.5157,4,0,SALARIED,MASTERS,SINGLE,AUTO,0
CUST-002094,55,95008.23,1,65265.80,36,19.50,498,0.6896,3,0,SALARIED,HIGH_SCHOOL,SINGLE,EDUCATION,1
CUST-002095,41,181746.71,23,60660.78,60,20.56,774,0.6735,3,1,SELF_EMPLOYED,HIGH_SCHOOL,MARRIED,AUTO,1
CUST-002096,59,165113.45,33,4610.17,36,6.18,647,0.4591,4,0,SELF_EMPLOYED,MASTERS,SINGLE,EDUCATION,0
CUST-002097,26,185682.18,8,20972.72,36,6.93,770,0.1074,2,0,UNEMPLOYED,BACHELORS,SINGLE,BUSINESS,0
CUST-002098,60,67776.54,9,63211.89,60,19.25,700,0.1623,6,0,RETIRED,HIGH_SCHOOL,DIVORCED,AUTO,0
CUST-002099,23,65526.77,5,34103.64,36,12.83,815,0.3916,4,0,UNEMPLOYED,HIGH_SCHOOL,MARRIED,AUTO,1
CUST-002100,59,121965.80,27,56955.88,48,14.39,399,0.5493,1,0,UNEMPLOYED,MASTERS,MARRIED,PERSONAL,1
CUST-002101,54,55132.58,5,73617.47,24,17.85,313,0.2675,4,0,RETIRED,MASTERS,MARRIED,HOME,1
CUST-002102,40,73661.66,5,10018.05,24,14.44,671,0.5458,4,0,SELF_EMPLOYED,BACHELORS,DIVORCED,EDUCATION,1
CUST-002103,26,138504.44,8,31692.83,36,10.77,347,0.2568,1,0,SELF_EMPLOYED,BACHELORS,SINGLE,HOME,0
CUST-002104,46,106851.08,16,18093.75,60,16.69,447,0.4881,3,1,RETIRED,BACHELORS,DIVORCED,BUSINESS,0
CUST-002105,27,79875.17,1,13397.66,48,21.53,703,0.2829,2,1,UNEMPLOYED,HIGH_SCHOOL,MARRIED,EDUCATION,0
CUST-002106,36,115709.23,17,84975.33,36,21.73,336,0.5420,0,0,SELF_EMPLOYED,BACHELORS,DIVORCED,EDUCATION,1
CUST-002107,69,183968.73,12,75808.28,36,24.94,442,0.1416,2,0,UNEMPLOYED,HIGH_SCHOOL,SINGLE,EDUCATION,0
CUST-002108,55,47706.58,3,32594.76,60,13.57,772,0.5138,3,0,RETIRED,PHD,SINGLE,EDUCATION,1
CUST-002109,68,33886.96,20,33545.90,48,5.22,406,0.2770,0,0,SELF_EMPLOYED,MASTERS,SINGLE,EDUCATION,0
CUST-002110,33,130432.02,11,62793.75,60,11.48,438,0.1109,0,3,UNEMPLOYED,MASTERS,MARRIED,BUSINESS,1
CUST-002111,49,165508.85,27,22709.17,24,22.99,721,0.5373,2,0,SALARIED,HIGH_SCHOOL,SINGLE,HOME,0
CUST-002112,69,147855.05,21,30861.36,60,21.94,496,0.6606,3,0,SELF_EMPLOYED,HIGH_SCHOOL,MARRIED,HOME,0
CUST-002113,45,133069.64,22,56529.36,48,11.50,548,0.5904,4,0,SALARIED,HIGH_SCHOOL,SINGLE,AUTO,1
CUST-002114,38,86355.66,20,50901.63,48,5.07,473,0.5063,5,0,RETIRED,BACHELORS,DIVORCED,AUTO,1
CUST-002115,53,88604.48,7,45005.25,24,24.08,818,0.3669,2,0,UNEMPLOYED,BACHELORS,MARRIED,AUTO,0
CUST-002116,37,139338.16,14,83798.99,36,22.68,655,0.6434,6,0,SELF_EMPLOYED,BACHELORS,MARRIED,BUSINESS,1
CUST-002117,67,184433.62,3,14702.37,60,14.27,668,0.6857,1,2,UNEMPLOYED,BACHELORS,DIVORCED,BUSINESS,1
CUST-002118,38,137869.81,19,86401.21,12,12.22,345,0.5729,6,0,RETIRED,BACHELORS,DIVORCED,HOME,1
CUST-002119,35,114927.19,17,34680.66,48,8.16,441,0.6810,6,0,SELF_EMPLOYED,HIGH_SCHOOL,MARRIED,BUSINESS,0
CUST-002120,54,148566.83,9,44471.52,48,21.42,645,0.4847,4,0,UNEMPLOYED,PHD,MARRIED,HOME,0
CUST-002121,45,197648.38,13,40886.43,60,6.05,335,0.1134,4,0,UNEMPLOYED,MASTERS,MARRIED,HOME,1
CUST-002122,60,85656.67,24,43339.77,24,10.55,713,0.3955,4,0,RETIRED,MASTERS,DIVORCED,HOME,0
CUST-002123,46,59272.74,3,79696.86,36,22.32,741,0.4267,4,0,SALARIED,BACHELORS,MARRIED,AUTO,1
CUST-002124,37,100318.87,11,87953.72,48,14.18,378,0.2304,1,1,RETIRED,MASTERS,SINGLE,AUTO,0
CUST-002125,65,152923.25,11,63692.91,60,23.74,487,0.1945,0,0,RETIRED,HIGH_SCHOOL,SINGLE,EDUCATION,0
CUST-002126,60,166666.89,7,58828.94,60,14.83,534,0.1510,4,0,SALARIED,HIGH_SCHOOL,MARRIED,EDUCATION,0
CUST-002127,29,158542.99,11,36903.71,36,9.81,540,0.3904,3,0,UNEMPLOYED,PHD,SINGLE,BUSINESS,0
CUST-002128,52,139660.32,5,23199.45,60,17.52,755,0.5918,6,0,SELF_EMPLOYED,HIGH_SCHOOL,SINGLE,PERSONAL,1
CUST-002129,43,53287.41,17,75388.06,36,10.36,743,0.2015,3,3,SALARIED,BACHELORS,DIVORCED,BUSINESS,1
CUST-002130,25,97573.67,7,46617.24,36,16.02,315,0.4029,0,0,SALARIED,MASTERS,DIVORCED,BUSINESS,0
CUST-002131,64,164741.64,30,50365.46,48,17.20,541,0.2986,2,0,SELF_EMPLOYED,HIGH_SCHOOL,DIVORCED,HOME,0
CUST-002132,33,192881.39,15,36169.65,24,20.88,754,0.5019,6,0,SELF_EMPLOYED,HIGH_SCHOOL,DIVORCED,HOME,1
CUST-002133,30,114136.58,1,47813.07,48,18.97,489,0.5955,2,0,SELF_EMPLOYED,HIGH_SCHOOL,DIVORCED,AUTO,1
CUST-002134,35,115379.34,12,4144.69,36,15.72,315,0.0660,1,0,RETIRED,HIGH_SCHOOL,SINGLE,PERSONAL,0
CUST-002135,42,157796.13,?,27471.01,48,17.33,769,0.6812,0,0,SELF_EMPLOYED,MASTERS,DIVORCED,PERSONAL,0
CUST-002136,49,108403.22,26,44207.90,48,6.89,571,0.1153,0,0,SALARIED,MASTERS,SINGLE,PERSONAL,0
CUST-002137,53,139753.12,15,20844.76,36,8.14,778,0.1141,4,0,UNEMPLOYED,PHD,MARRIED,EDUCATION,0
CUST-002138,53,42432.78,4,59017.16,60,17.97,411,0.4704,2,0,RETIRED,MASTERS,SINGLE,BUSINESS,0
CUST-002139,28,169392.42,7,71691.70,36,5.69,637,0.5779,5,0,SELF_EMPLOYED,MASTERS,DIVORCED,BUSINESS,0
CUST-002140,48,117349.40,6,10968.70,12,23.29,317,0.6847,0,1,SELF_EMPLOYED,HIGH_SCHOOL,SINGLE,PERSONAL,1
CUST-002141,65,85723.97,32,19234.91,12,14.81,687,0.2363,6,0,SELF_EMPLOYED,HIGH_SCHOOL,MARRIED,AUTO,0
CUST-002142,53,34388.56,13,26136.48,60,22.41,736,0.5458,4,0,SALARIED,HIGH_SCHOOL,MARRIED,PERSONAL,1
CUST-002143,60,79189.42,31,15860.58,36,21.88,527,0.1166,6,0,UNEMPLOYED,PHD,DIVORCED,AUTO,0
CUST-002144,70,183334.47,12,41421.89,60,24.76,719,0.2978,2,0,SALARIED,HIGH_SCHOOL,SINGLE,PERSONAL,1
CUST-002145,60,46792.28,20,30344.21,36,16.57,327,0.1916,4,0,UNEMPLOYED,HIGH_SCHOOL,MARRIED,HOME,1
CUST-002146,45,193799.80,6,24247.10,60,24.01,466,0.5981,0,0,SELF_EMPLOYED,HIGH_SCHOOL,SINGLE,EDUCATION,1
CUST-002147,69,115270.65,8,74249.99,60,17.83,327,0.2925,4,0,SELF_EMPLOYED,PHD,MARRIED,AUTO,1
CUST-002148,45,129490.43,27,60497.17,12,8.40,641,0.3620,1,0,SELF_EMPLOYED,PHD,MARRIED,PERSONAL,0
CUST-002149,61,111114.75,33,41725.13,60,9.13,553,0.3469,1,0,SALARIED,HIGH_SCHOOL,MARRIED,EDUCATION,0
CUST-002150,22,199491.22,4,84877.42,36,20.96,619,0.3048,1,0,UNEMPLOYED,PHD,SINGLE,PERSONAL,0
CUST-002151,53,135556.16,1,34524.22,24,21.00,547,0.2498,1,0,SALARIED,MASTERS,DIVORCED,HOME,0
CUST-002152,70,191858.02,27,72364.79,48,20.06,547,0.2618,4,0,UNEMPLOYED,BACHELORS,SINGLE,PERSONAL,0
CUST-002153,58,117508.94,11,47234.49,12,8.30,680,0.1694,0,0,RETIRED,PHD,SINGLE,HOME,0
CUST-002154,38,108700.83,20,61854.67,36,5.69,620,0.4384,3,0,RETIRED,BACHELORS,DIVORCED,PERSONAL,1
CUST-002155,33,?,1,59910.83,36,19.87,564,0.5792,5,0,RETIRED,PHD,SINGLE,PERSONAL,0
CUST-002156,52,141579.38,15,60092.85,24,6.37,345,0.2315,2,3,RETIRED,MASTERS,DIVORCED,AUTO,1
CUST-002157,61,85529.49,5,12259.38,12,22.40,417,0.1595,2,0,SELF_EMPLOYED,MASTERS,DIVORCED,HOME,0
CUST-002158,52,150964.78,32,28563.15,36,16.84,568,0.2863,5,0,SALARIED,BACHELORS,SINGLE,EDUCATION,1
CUST-002159,28,102823.35,10,71571.97,24,22.19,686,0.4915,2,0,RETIRED,BACHELORS,MARRIED,AUTO,0
CUST-002160,22,140737.10,4,33226.97,36,16.00,510,0.5753,6,0,RETIRED,PHD,SINGLE,EDUCATION,1
CUST-002161,56,110751.94,22,30656.47,24,15.37,394,0.1316,4,0,UNEMPLOYED,BACHELORS,SINGLE,EDUCATION,1
CUST-002162,29,81685.61,1,15468.19,60,20.17,487,0.6409,6,2,RETIRED,MASTERS,SINGLE,PERSONAL,1
CUST-002163,50,144010.77,11,29138.23,48,24.70,557,0.5847,6,0,UNEMPLOYED,MASTERS,MARRIED,PERSONAL,1
CUST-002164,52,172440.97,28,46692.68,60,24.28,674,0.1116,0,0,SELF_EMPLOYED,PHD,SINGLE,EDUCATION,0
CUST-002165,54,54195.14,28,44566.56,48,19.75,681,0.3440,2,0,SELF_EMPLOYED,PHD,DIVORCED,EDUCATION,0
CUST-002166,45,135019.13,7,84068.75,48,12.56,319,0.2810,0,0,UNEMPLOYED,HIGH_SCHOOL,MARRIED,PERSONAL,1
CUST-002167,52,125583.15,31,67622.32,24,24.44,847,0.6939,3,2,UNEMPLOYED,HIGH_SCHOOL,MARRIED,EDUCATION,0
CUST-002168,51,57487.40,29,53002.12,36,8.42,659,0.1655,6,1,UNEMPLOYED,HIGH_SCHOOL,DIVORCED,PERSONAL,1
CUST-002169,33,?,14,37333.25,60,9.22,328,0.2508,3,0,SELF_EMPLOYED,PHD,SINGLE,PERSONAL,0
CUST-002170,57,147042.02,25,49408.97,60,21.34,674,0.6710,0,0,UNEMPLOYED,MASTERS,DIVORCED,EDUCATION,0
CUST-002171,59,161607.93,25,45318.80,12,23.10,387,0.5787,5,0,UNEMPLOYED,BACHELORS,DIVORCED,BUSINESS,1
CUST-002172,54,135886.15,5,70459.17,24,7.79,645,0.4697,4,0,SALARIED,MASTERS,SINGLE,BUSINESS,0
CUST-002173,25,160327.46,7,45292.03,24,11.65,395,0.5688,0,3,SELF_EMPLOYED,PHD,DIVORCED,HOME,1
CUST-002174,62,39822.61,19,42197.09,60,17.70,827,0.1470,5,0,SALARIED,MASTERS,DIVORCED,EDUCATION,0
CUST-002175,51,119986.43,8,46734.43,24,6.91,466,0.6067,1,0,SELF_EMPLOYED,MASTERS,DIVORCED,BUSINESS,0
CUST-002176,61,38161.33,5,62247.20,36,18.46,721,0.1196,2,1,SELF_EMPLOYED,BACHELORS,SINGLE,EDUCATION,1
CUST-002177,51,81129.96,10,83746.81,48,11.97,514,0.6449,3,0,SALARIED,BACHELORS,MARRIED,AUTO,1
CUST-002178,31,64280.52,13,75433.33,48,15.67,623,0.3532,1,0,UNEMPLOYED,HIGH_SCHOOL,DIVORCED,AUTO,0
CUST-002179,37,103041.83,19,43075.57,24,9.06,459,0.5041,4,0,RETIRED,MASTERS,SINGLE,PERSONAL,1
CUST-002180,70,40241.80,19,46161.10,24,17.19,709,0.1686,3,0,SELF_EMPLOYED,BACHELORS,SINGLE,PERSONAL,0
CUST-002181,38,196769.87,12,42175.30,48,8.68,428,0.3331,4,2,SELF_EMPLOYED,BACHELORS,DIVORCED,EDUCATION,1
CUST-002182,44,172877.07,26,35121.23,48,14.97,516,0.5559,1,0,UNEMPLOYED,PHD,DIVORCED,EDUCATION,1
CUST-002183,35,137835.62,13,60694.01,12,5.76,740,0.6521,3,0,SALARIED,MASTERS,SINGLE,AUTO,0
CUST-002184,53,112200.79,22,85754.75,24,23.99,815,0.5584,1,0,UNEMPLOYED,BACHELORS,MARRIED,HOME,1
CUST-002185,70,163211.58,30,84549.15,24,24.77,527,0.3744,5,0,SELF_EMPLOYED,PHD,SINGLE,PERSONAL,0
CUST-002186,50,83211.76,11,10707.48,36,24.75,519,0.3669,2,0,RETIRED,BACHELORS,SINGLE,AUTO,1
CUST-002187,40,23961.79,9,83007.76,24,17.76,496,0.6846,4,1,SELF_EMPLOYED,PHD,MARRIED,HOME,1
CUST-002188,56,164872.71,1,67772.74,12,12.69,?,0.2280,6,3,SALARIED,PHD,SINGLE,BUSINESS,1
CUST-002189,47,106349.92,26,23727.86,24,18.29,847,0.2030,4,0,SELF_EMPLOYED,HIGH_SCHOOL,SINGLE,HOME,1
CUST-002190,57,87646.40,31,21621.72,24,5.94,?,0.6877,6,0,RETIRED,HIGH_SCHOOL,DIVORCED,AUTO,0
CUST-002191,57,147003.96,3,69781.17,48,8.82,824,0.6895,2,0,SELF_EMPLOYED,MASTERS,MARRIED,EDUCATION,0
CUST-002192,37,166864.67,16,24700.55,36,20.80,565,0.4119,1,0,UNEMPLOYED,PHD,SINGLE,EDUCATION,0
CUST-002193,63,131424.65,12,82902.18,36,11.39,345,0.5695,3,0,SALARIED,PHD,SINGLE,AUTO,0
CUST-002194,40,49026.93,22,77895.19,48,15.45,713,0.5028,0,0,UNEMPLOYED,PHD,DIVORCED,EDUCATION,1
CUST-002195,46,32463.46,12,54190.85,60,12.73,394,0.4142,1,0,UNEMPLOYED,HIGH_SCHOOL,MARRIED,AUTO,1
CUST-002196,68,165989.95,11,34394.77,36,10.49,381,0.6865,0,0,UNEMPLOYED,MASTERS,SINGLE,HOME,1
CUST-002197,70,125237.09,23,4206.26,24,5.17,338,0.1824,0,0,UNEMPLOYED,PHD,SINGLE,HOME,0
CUST-002198,69,183623.10,0,88612.55,60,21.15,661,0.0524,6,0,UNEMPLOYED,PHD,SINGLE,EDUCATION,0
CUST-002199,27,80343.77,9,35134.50,60,6.52,768,0.4515,0,0,RETIRED,HIGH_SCHOOL,DIVORCED,HOME,0
CUST-002200,59,139725.34,1,43888.16,24,23.70,482,0.3723,4,0,RETIRED,BACHELORS,SINGLE,HOME,0
CUST-002201,52,39073.08,13,67958.46,24,14.38,313,0.4141,1,0,SALARIED,MASTERS,MARRIED,AUTO,0
CUST-002202,28,156065.21,10,49446.29,60,24.21,695,0.6791,3,0,SELF_EMPLOYED,PHD,DIVORCED,PERSONAL,0
CUST-002203,51,43174.66,32,40015.98,36,15.41,823,0.3534,4,0,UNEMPLOYED,PHD,SINGLE,HOME,0
CUST-002204,60,139370.34,3,53711.90,36,20.91,654,0.4676,1,0,SELF_EMPLOYED,BACHELORS,SINGLE,PERSONAL,0
CUST-002205,51,160789.13,2,83320.81,60,22.83,829,0.2651,5,2,SALARIED,MASTERS,MARRIED,HOME,0
CUST-002206,38,26921.72,12,51213.16,24,13.27,644,0.2091,0,0,SALARIED,HIGH_SCHOOL,SINGLE,PERSONAL,1
CUST-002207,63,59821.02,22,28975.50,60,12.81,374,0.3847,2,0,SALARIED,PHD,DIVORCED,EDUCATION,0
CUST-002208,47,134634.10,10,56025.95,36,8.99,617,0.2432,1,0,SALARIED,MASTERS,DIVORCED,AUTO,0
CUST-002209,66,190185.47,32,51188.25,60,6.43,?,0.6815,1,0,UNEMPLOYED,HIGH_SCHOOL,DIVORCED,EDUCATION,1
CUST-002210,62,40103.86,6,3227.81,24,9.74,?,0.1305,6,0,UNEMPLOYED,MASTERS,DIVORCED,AUTO,0
CUST-002211,36,103488.44,11,75022.71,48,19.85,306,0.6483,5,0,SALARIED,BACHELORS,MARRIED,AUTO,0
CUST-002212,28,194327.24,10,34492.31,60,21.09,684,0.1122,5,2,UNEMPLOYED,MASTERS,SINGLE,PERSONAL,1
CUST-002213,69,40138.07,9,82474.12,12,19.78,579,0.1957,1,0,UNEMPLOYED,MASTERS,MARRIED,EDUCATION,1
CUST-002214,63,134990.80,5,35770.63,60,8.75,636,0.6192,2,0,RETIRED,MASTERS,DIVORCED,EDUCATION,0
CUST-002215,44,30318.52,2,50157.47,24,10.68,803,0.2045,3,0,SELF_EMPLOYED,BACHELORS,MARRIED,BUSINESS,1
CUST-002216,48,23313.22,28,61138.85,24,18.82,549,0.4355,2,0,SELF_EMPLOYED,MASTERS,SINGLE,AUTO,0
CUST-002217,56,36320.72,7,20825.18,48,14.06,529,0.3367,1,0,SELF_EMPLOYED,MASTERS,DIVORCED,PERSONAL,0
CUST-002218,54,93634.79,34,4067.80,36,9.34,736,0.6589,0,0,UNEMPLOYED,MASTERS,MARRIED,EDUCATION,0
CUST-002219,55,33912.88,27,51987.81,12,20.43,567,0.2921,2,0,SELF_EMPLOYED,HIGH_SCHOOL,DIVORCED,AUTO,1
CUST-002220,25,99317.58,7,29000.35,60,23.58,802,0.6756,3,0,RETIRED,PHD,DIVORCED,HOME,0
CUST-002221,31,134990.50,9,21617.33,36,17.38,604,0.2120,0,0,RETIRED,HIGH_SCHOOL,MARRIED,BUSINESS,0
CUST-002222,29,151441.07,11,43208.03,12,9.08,646,0.0820,3,0,SELF_EMPLOYED,PHD,MARRIED,AUTO,1
CUST-002223,30,57108.71,12,74854.04,24,7.98,397,0.3362,4,0,SALARIED,MASTERS,DIVORCED,EDUCATION,0
CUST-002224,58,38429.46,24,51833.37,48,18.79,?,0.0902,1,3,UNEMPLOYED,BACHELORS,SINGLE,AUTO,1
CUST-002225,43,177789.25,25,16397.84,48,24.26,712,0.5949,4,0,SELF_EMPLOYED,BACHELORS,SINGLE,BUSINESS,0
CUST-002226,40,192815.16,22,83474.21,24,24.01,627,0.1984,4,0,UNEMPLOYED,PHD,MARRIED,HOME,0
CUST-002227,39,197995.53,6,10185.62,12,16.69,790,0.0699,1,0,RETIRED,BACHELORS,MARRIED,HOME,0
CUST-002228,23,128143.84,5,78433.22,48,22.95,408,0.2482,5,0,SELF_EMPLOYED,PHD,SINGLE,EDUCATION,1
CUST-002229,40,21715.66,6,85239.59,12,6.59,647,0.6425,6,0,RETIRED,PHD,DIVORCED,PERSONAL,1
CUST-002230,34,94181.44,5,58466.61,24,19.18,714,0.0791,5,0,RETIRED,MASTERS,DIVORCED,EDUCATION,0
CUST-002231,25,37829.38,7,51875.92,12,5.56,457,0.3100,2,0,UNEMPLOYED,HIGH_SCHOOL,DIVORCED,EDUCATION,1
CUST-002232,33,74056.27,15,58259.43,48,21.65,346,0.3644,5,0,UNEMPLOYED,PHD,MARRIED,HOME,1
CUST-002233,48,123363.35,25,52105.08,36,21.56,421,0.4438,0,0,SALARIED,MASTERS,MARRIED,PERSONAL,1
CUST-002234,53,196623.00,25,64452.50,48,6.60,305,0.2264,5,3,SELF_EMPLOYED,BACHELORS,MARRIED,AUTO,1
CUST-002235,61,102705.28,?,8481.14,12,17.76,452,0.2335,6,0,RETIRED,BACHELORS,SINGLE,PERSONAL,0
CUST-002236,45,38592.46,23,19602.09,60,15.88,524,0.1380,3,0,RETIRED,PHD,SINGLE,EDUCATION,0
CUST-002237,60,22719.34,26,38790.31,24,17.33,714,0.6457,2,0,SALARIED,PHD,MARRIED,BUSINESS,1
CUST-002238,25,105634.21,7,54670.55,36,22.32,810,0.6652,1,0,RETIRED,BACHELORS,SINGLE,EDUCATION,0
CUST-002239,58,?,20,82957.61,48,9.10,302,0.4057,6,0,RETIRED,PHD,DIVORCED,HOME,1
CUST-002240,22,24437.90,4,43762.42,12,5.46,490,0.6257,1,0,RETIRED,MASTERS,SINGLE,BUSINESS,1
CUST-002241,65,83266.10,18,5628.03,48,9.28,793,0.4142,3,0,UNEMPLOYED,PHD,MARRIED,HOME,1
CUST-002242,35,197220.12,15,44183.77,36,20.39,605,0.0609,4,0,SALARIED,MASTERS,DIVORCED,PERSONAL,0
CUST-002243,66,35928.13,5,85214.04,36,17.96,548,0.3031,2,0,SELF_EMPLOYED,HIGH_SCHOOL,MARRIED,EDUCATION,1
CUST-002244,41,57005.22,16,34001.37,36,20.53,520,0.6648,4,0,UNEMPLOYED,PHD,SINGLE,PERSONAL,1
CUST-002245,57,143874.40,30,12490.78,24,6.60,770,0.1415,0,0,UNEMPLOYED,PHD,SINGLE,AUTO,0
CUST-002246,39,84314.49,1,70599.91,24,20.17,674,0.1622,6,0,SALARIED,PHD,MARRIED,PERSONAL,0
CUST-002247,27,155464.75,9,64713.49,36,16.95,410,0.1966,4,0,SELF_EMPLOYED,HIGH_SCHOOL,DIVORCED,AUTO,0
CUST-002248,56,96764.29,1,16467.61,12,9.28,465,0.0890,3,1,UNEMPLOYED,HIGH_SCHOOL,SINGLE,AUTO,1
CUST-002249,39,42690.28,21,87111.73,36,19.39,475,0.1957,4,1,SALARIED,MASTERS,MARRIED,BUSINESS,1
CUST-002250,24,30256.05,6,74622.84,48,16.15,330,0.4453,2,0,SALARIED,PHD,DIVORCED,BUSINESS,0
CUST-002251,24,180475.93,6,46057.52,24,6.63,482,0.4208,5,0,RETIRED,HIGH_SCHOOL,DIVORCED,PERSONAL,1
CUST-002252,39,39064.46,?,24440.44,48,17.04,489,0.2494,0,0,RETIRED,HIGH_SCHOOL,MARRIED,AUTO,0
CUST-002253,34,78505.79,16,81765.33,60,5.63,749,0.5851,3,0,UNEMPLOYED,PHD,MARRIED,AUTO,0
CUST-002254,56,94112.08,16,87240.86,60,17.78,320,0.6943,1,0,RETIRED,BACHELORS,SINGLE,EDUCATION,0
CUST-002255,42,171875.73,12,77101.81,48,22.03,418,0.6254,5,0,UNEMPLOYED,BACHELORS,MARRIED,HOME,1
CUST-002256,54,196950.76,34,37216.21,36,9.69,617,0.1208,5,0,RETIRED,MASTERS,MARRIED,BUSINESS,0
CUST-002257,27,146925.77,7,87804.88,60,9.76,480,0.5786,6,0,RETIRED,PHD,MARRIED,PERSONAL,0
CUST-002258,62,142757.52,9,53285.31,36,8.09,523,0.3579,2,0,RETIRED,MASTERS,DIVORCED,AUTO,0
CUST-002259,32,73582.48,14,89092.89,60,21.26,844,0.4275,1,0,RETIRED,PHD,MARRIED,PERSONAL,1
CUST-002260,65,38754.99,3,64129.76,48,18.62,430,0.5245,1,0,SALARIED,HIGH_SCHOOL,MARRIED,AUTO,0
CUST-002261,69,165029.96,27,12981.38,60,15.98,848,0.4889,5,0,SALARIED,HIGH_SCHOOL,DIVORCED,EDUCATION,0
CUST-002262,47,113366.00,11,81867.66,48,15.09,510,0.1004,6,0,UNEMPLOYED,BACHELORS,SINGLE,HOME,1
CUST-002263,37,181566.28,6,25732.36,60,21.61,406,0.2985,6,2,UNEMPLOYED,HIGH_SCHOOL,SINGLE,HOME,1
CUST-002264,35,127820.00,17,28458.64,36,16.24,546,0.6644,0,2,RETIRED,BACHELORS,MARRIED,HOME,1
CUST-002265,34,112093.75,6,68153.34,12,8.32,578,0.4864,1,0,SALARIED,BACHELORS,MARRIED,BUSINESS,1
CUST-002266,65,74921.84,8,76784.81,60,18.90,781,0.3367,2,0,SALARIED,BACHELORS,MARRIED,AUTO,0
CUST-002267,50,89669.42,29,81173.64,12,17.58,772,0.3334,1,3,RETIRED,BACHELORS,DIVORCED,PERSONAL,1
CUST-002268,40,197957.20,11,36515.45,36,11.22,819,0.5621,6,0,UNEMPLOYED,BACHELORS,MARRIED,EDUCATION,1
CUST-002269,42,165173.86,0,34090.43,48,10.93,472,0.1401,1,0,RETIRED,MASTERS,MARRIED,PERSONAL,0
CUST-002270,43,157767.81,25,50636.10,36,8.64,535,0.0645,3,0,SELF_EMPLOYED,HIGH_SCHOOL,SINGLE,HOME,0
CUST-002271,21,191749.47,3,22316.71,48,7.22,695,0.4506,1,0,SELF_EMPLOYED,MASTERS,SINGLE,EDUCATION,0
CUST-002272,46,157744.82,24,85431.30,48,18.96,686,0.0682,6,0,RETIRED,BACHELORS,DIVORCED,HOME,0
CUST-002273,41,190096.30,16,46263.93,12,9.52,450,0.3988,1,0,RETIRED,MASTERS,SINGLE,HOME,0
CUST-002274,28,156030.82,10,86779.24,36,5.35,477,0.3891,0,0,SALARIED,MASTERS,DIVORCED,EDUCATION,0
CUST-002275,31,133072.75,4,34342.19,48,15.58,652,0.1928,5,0,UNEMPLOYED,PHD,SINGLE,BUSINESS,0
